21.8579;21.8805;21.8972;21.9089;21.9167;21.9217;21.9247;21.9264;21.9274;21.928;21.9283;21.9285;21.9285;21.9286;21.9286;21.9286;21.9286;21.9286;21.9286;21.9286;21.9286;21.9286;21.9286;21.9286;21.9286;21.9285;21.9283;21.9281;21.9275;21.9264;21.9244;21.9207;21.914;21.9023;21.8824;21.8499;21.7991;21.7237;21.6235;21.4806;
21.8805;21.9031;21.9199;21.9317;21.9395;21.9444;21.9474;21.9492;21.9502;21.9508;21.9511;21.9512;21.9513;21.9514;21.9514;21.9514;21.9514;21.9514;21.9514;21.9514;21.9514;21.9514;21.9514;21.9514;21.9513;21.9513;21.9511;21.9508;21.9503;21.9492;21.9472;21.9434;21.9367;21.9249;21.9049;21.8722;21.8209;21.7447;21.6352;21.4836;
21.8972;21.9199;21.9367;21.9485;21.9563;21.9613;21.9643;21.9661;21.9671;21.9677;21.968;21.9681;21.9682;21.9682;21.9683;21.9683;21.9683;21.9683;21.9683;21.9683;21.9683;21.9683;21.9683;21.9683;21.9682;21.9681;21.968;21.9677;21.9671;21.9661;21.964;21.9603;21.9535;21.9416;21.9214;21.8883;21.8363;21.7578;21.6451;21.4919;
21.9089;21.9317;21.9485;21.9603;21.9681;21.9731;21.9761;21.9779;21.9789;21.9795;21.9798;21.98;21.98;21.9801;21.9801;21.9801;21.9801;21.9801;21.9801;21.9801;21.9801;21.9801;21.9801;21.9801;21.9801;21.98;21.9798;21.9795;21.979;21.9779;21.9758;21.972;21.9652;21.9532;21.9328;21.8993;21.8465;21.7668;21.6528;21.4988;
21.9167;21.9395;21.9563;21.9681;21.976;21.981;21.984;21.9858;21.9868;21.9874;21.9877;21.9878;21.9879;21.9879;21.988;21.988;21.988;21.988;21.988;21.988;21.988;21.988;21.988;21.9879;21.9879;21.9878;21.9877;21.9874;21.9868;21.9857;21.9837;21.9799;21.973;21.9609;21.9403;21.9065;21.8531;21.7728;21.6581;21.5039;
21.9217;21.9444;21.9613;21.9731;21.981;21.986;21.989;21.9908;21.9918;21.9923;21.9926;21.9928;21.9929;21.9929;21.9929;21.993;21.993;21.993;21.993;21.993;21.993;21.993;21.993;21.9929;21.9929;21.9928;21.9927;21.9924;21.9918;21.9907;21.9886;21.9848;21.9779;21.9657;21.945;21.9109;21.8572;21.7766;21.6617;21.5073;
21.9247;21.9474;21.9643;21.9761;21.984;21.989;21.992;21.9938;21.9948;21.9954;21.9957;21.9958;21.9959;21.996;21.996;21.996;21.996;21.996;21.996;21.996;21.996;21.996;21.996;21.996;21.9959;21.9959;21.9957;21.9954;21.9948;21.9937;21.9916;21.9878;21.9808;21.9686;21.9478;21.9136;21.8598;21.7789;21.6639;21.5094;
21.9264;21.9492;21.9661;21.9779;21.9858;21.9908;21.9938;21.9956;21.9966;21.9972;21.9975;21.9976;21.9977;21.9977;21.9978;21.9978;21.9978;21.9978;21.9978;21.9978;21.9978;21.9978;21.9978;21.9978;21.9977;21.9976;21.9975;21.9972;21.9966;21.9955;21.9934;21.9895;21.9825;21.9703;21.9494;21.9152;21.8613;21.7803;21.6652;21.5106;
21.9274;21.9502;21.9671;21.9789;21.9868;21.9918;21.9948;21.9966;21.9976;21.9982;21.9985;21.9986;21.9987;21.9988;21.9988;21.9988;21.9988;21.9988;21.9988;21.9988;21.9988;21.9988;21.9988;21.9988;21.9987;21.9987;21.9985;21.9982;21.9976;21.9965;21.9944;21.9905;21.9835;21.9712;21.9503;21.9161;21.8621;21.7811;21.6659;21.5114;
21.928;21.9508;21.9677;21.9795;21.9874;21.9923;21.9954;21.9972;21.9982;21.9987;21.999;21.9992;21.9993;21.9993;21.9993;21.9994;21.9994;21.9994;21.9994;21.9994;21.9994;21.9994;21.9993;21.9993;21.9993;21.9992;21.9991;21.9988;21.9982;21.9971;21.995;21.9911;21.9841;21.9718;21.9509;21.9165;21.8626;21.7816;21.6664;21.5118;
21.9283;21.9511;21.968;21.9798;21.9877;21.9926;21.9957;21.9975;21.9985;21.999;21.9993;21.9995;21.9996;21.9996;21.9996;21.9997;21.9997;21.9997;21.9997;21.9997;21.9997;21.9997;21.9997;21.9996;21.9996;21.9995;21.9994;21.9991;21.9985;21.9974;21.9953;21.9914;21.9844;21.9721;21.9511;21.9168;21.8628;21.7818;21.6666;21.512;
21.9285;21.9512;21.9681;21.98;21.9878;21.9928;21.9958;21.9976;21.9986;21.9992;21.9995;21.9997;21.9997;21.9998;21.9998;21.9998;21.9998;21.9998;21.9998;21.9998;21.9998;21.9998;21.9998;21.9998;21.9998;21.9997;21.9995;21.9992;21.9987;21.9975;21.9954;21.9915;21.9845;21.9722;21.9513;21.917;21.8629;21.7819;21.6667;21.5121;
21.9285;21.9513;21.9682;21.98;21.9879;21.9929;21.9959;21.9977;21.9987;21.9993;21.9996;21.9997;21.9998;21.9999;21.9999;21.9999;21.9999;21.9999;21.9999;21.9999;21.9999;21.9999;21.9999;21.9999;21.9998;21.9998;21.9996;21.9993;21.9987;21.9976;21.9955;21.9916;21.9846;21.9723;21.9514;21.917;21.863;21.782;21.6668;21.5122;
21.9286;21.9514;21.9682;21.9801;21.9879;21.9929;21.996;21.9977;21.9988;21.9993;21.9996;21.9998;21.9999;21.9999;21.9999;21.9999;22;22;22;22;22;21.9999;21.9999;21.9999;21.9999;21.9998;21.9997;21.9994;21.9988;21.9977;21.9955;21.9917;21.9846;21.9723;21.9514;21.9171;21.8631;21.782;21.6668;21.5122;
21.9286;21.9514;21.9683;21.9801;21.988;21.993;21.996;21.9978;21.9988;21.9993;21.9996;21.9998;21.9999;21.9999;22;22;22;22;22;22;22;22;22;21.9999;21.9999;21.9998;21.9997;21.9994;21.9988;21.9977;21.9956;21.9917;21.9847;21.9723;21.9514;21.9171;21.8631;21.7821;21.6668;21.5122;
21.9286;21.9514;21.9683;21.9801;21.988;21.993;21.996;21.9978;21.9988;21.9994;21.9997;21.9998;21.9999;22;22;22;22;22;22;22;22;22;22;22;21.9999;21.9998;21.9997;21.9994;21.9988;21.9977;21.9956;21.9917;21.9847;21.9724;21.9514;21.9171;21.8631;21.7821;21.6669;21.5123;
21.9286;21.9514;21.9683;21.9801;21.988;21.993;21.996;21.9978;21.9988;21.9994;21.9997;21.9998;21.9999;22;22;22;22;22;22;22;22;22;22;22;21.9999;21.9999;21.9997;21.9994;21.9988;21.9977;21.9956;21.9917;21.9847;21.9724;21.9514;21.9171;21.8631;21.7821;21.6669;21.5123;
21.9286;21.9514;21.9683;21.9801;21.988;21.993;21.996;21.9978;21.9988;21.9994;21.9997;21.9998;21.9999;22;22;22;22;22;22;22;22;22;22;22;21.9999;21.9999;21.9997;21.9994;21.9988;21.9977;21.9956;21.9917;21.9847;21.9724;21.9514;21.9171;21.8631;21.7821;21.6669;21.5123;
21.9287;21.9514;21.9683;21.9802;21.988;21.993;21.996;21.9978;21.9988;21.9994;21.9997;21.9999;21.9999;22;22;22;22;22;22;22;22;22;22;22;22;21.9999;21.9997;21.9994;21.9989;21.9977;21.9956;21.9917;21.9847;21.9724;21.9515;21.9171;21.8631;21.7821;21.6669;21.5123;
21.9287;21.9515;21.9684;21.9802;21.9881;21.993;21.9961;21.9979;21.9989;21.9994;21.9997;21.9999;22;22;22.0001;22.0001;22.0001;22.0001;22.0001;22.0001;22.0001;22.0001;22.0001;22;22;21.9999;21.9998;21.9995;21.9989;21.9978;21.9957;21.9918;21.9848;21.9724;21.9515;21.9172;21.8632;21.7821;21.6669;21.5123;
